State,PeopleAffected,Domain,ResourcesRequired,UrgencyReason,Timeline,Urgency,EstimatedCost
Tamil Nadu,359,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,6991.5
Telangana,3327,Shelter,Medicines,Health Emergency,Immediate,High,104598.05
Gujarat,336,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,24922.8
Delhi,182,Healthcare,Funds,Community Emergency,Within 1 week,Medium,4519.61
Tamil Nadu,133,Disaster Relief,Beds/Shelter,Seasonal Need,Long term,Medium,8199.79
Andhra Pradesh,886,Disaster Relief,Food Kits,Disease Outbreak,Immediate,High,15376.35
Gujarat,657,Food,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,6548.02
Delhi,779,Employment,Beds/Shelter,Health Emergency,Within 1 week,High,35985.42
Karnataka,127,Food,Funds,Community Emergency,Immediate,Medium,1638.77
Bihar,974,Disaster Relief,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,13173.54
Gujarat,131,Employment,Volunteers,Community Emergency,Immediate,Medium,844.88
Gujarat,20,Food,Volunteers,Community Emergency,Immediate,Low,153.05
Andhra Pradesh,173,Shelter,Beds/Shelter,Community Emergency,Within 1 week,Medium,13294.52
Delhi,86,Disaster Relief,Volunteers,Seasonal Need,Immediate,Low,705.79
Gujarat,92,Shelter,Volunteers,Health Emergency,Within 1 week,Low,764.22
Delhi,75,Shelter,Medicines,Disease Outbreak,Long term,High,1820.91
Telangana,20,Food,Volunteers,Seasonal Need,Immediate,Low,145.6
Karnataka,183,Food,Beds/Shelter,Seasonal Need,Long term,Medium,10909.72
Tamil Nadu,572,Food,Medicines,Disease Outbreak,Long term,High,13582.85
Tamil Nadu,174,Education,Beds/Shelter,Community Emergency,Within 1 week,Medium,10696.35
Gujarat,2689,Employment,Food Kits,Disease Outbreak,Immediate,High,31637.95
Karnataka,61,Food,Funds,Community Emergency,Long term,Low,786.17
Gujarat,927,Healthcare,Funds,Disease Outbreak,Within 1 week,High,19311.97
Gujarat,95,Food,Beds/Shelter,Health Emergency,Immediate,Low,4992.0
Maharashtra,167,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,2626.89
Tamil Nadu,49,Healthcare,Funds,Seasonal Need,Long term,Low,1056.53
Telangana,173,Employment,Medicines,Community Emergency,Within 1 week,Medium,3958.22
Telangana,57,Education,Funds,Community Emergency,Long term,Low,726.63
Bihar,164,Healthcare,Volunteers,Community Emergency,Immediate,Medium,1776.03
Tamil Nadu,195,Employment,Beds/Shelter,Seasonal Need,Immediate,Medium,8492.84
Karnataka,128,Employment,Funds,Health Emergency,Immediate,Medium,1307.89
Tamil Nadu,608,Healthcare,Beds/Shelter,Disease Outbreak,Long term,High,50687.77
Maharashtra,369,Employment,Funds,Disease Outbreak,Within 1 week,High,3899.1
Telangana,218,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,8060.79
Bihar,791,Education,Food Kits,Health Emergency,Within 1 week,High,7615.55
Delhi,237,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,3837.54
Bihar,4,Shelter,Food Kits,Seasonal Need,Long term,Low,50.38
Andhra Pradesh,340,Employment,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,8749.29
Karnataka,123,Disaster Relief,Beds/Shelter,Seasonal Need,Within 1 week,Medium,8994.53
Delhi,577,Food,Food Kits,Disease Outbreak,Immediate,High,8524.81
Delhi,17,Food,Beds/Shelter,Seasonal Need,Immediate,Low,910.44
Telangana,719,Employment,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,13422.29
Tamil Nadu,36,Food,Medicines,Seasonal Need,Within 1 week,Low,808.83
Bihar,432,Education,Volunteers,Health Emergency,Immediate,Medium,2749.39
Bihar,631,Education,Medicines,Health Emergency,Within 1 week,High,12727.17
Gujarat,656,Employment,Beds/Shelter,Health Emergency,Within 1 week,High,31092.15
Tamil Nadu,278,Disaster Relief,Food Kits,Disease Outbreak,Immediate,High,5036.35
Gujarat,454,Employment,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,21708.57
Gujarat,117,Disaster Relief,Food Kits,Community Emergency,Within 1 week,Medium,1767.51
Telangana,323,Education,Funds,Health Emergency,Within 1 week,Medium,4736.27
Delhi,165,Food,Medicines,Seasonal Need,Within 1 week,Medium,4574.04
Bihar,122,Healthcare,Funds,Community Emergency,Long term,Medium,2516.32
Delhi,2107,Shelter,Beds/Shelter,Disease Outbreak,Immediate,High,160901.34
Maharashtra,134,Employment,Medicines,Seasonal Need,Long term,Medium,2369.62
Bihar,812,Healthcare,Food Kits,Health Emergency,Long term,High,12953.04
Karnataka,119,Employment,Funds,Seasonal Need,Long term,Medium,1305.18
Andhra Pradesh,465,Healthcare,Medicines,Health Emergency,Within 1 week,Medium,19598.5
Maharashtra,379,Disaster Relief,Medicines,Health Emergency,Long term,Medium,11092.42
Delhi,131,Education,Volunteers,Community Emergency,Long term,Medium,807.19
Delhi,84,Education,Funds,Health Emergency,Long term,Low,1110.25
Tamil Nadu,116,Shelter,Volunteers,Health Emergency,Long term,Medium,919.18
Karnataka,85,Education,Funds,Seasonal Need,Long term,Low,997.5
Delhi,60,Disaster Relief,Volunteers,Community Emergency,Immediate,Low,573.26
Tamil Nadu,64,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,585.24
Telangana,457,Employment,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,8700.41
Andhra Pradesh,540,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,8694.78
Karnataka,61,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,540.91
Andhra Pradesh,417,Healthcare,Funds,Disease Outbreak,Within 1 week,High,9073.75
Tamil Nadu,220,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Long term,High,4423.19
Tamil Nadu,239,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,15951.99
Maharashtra,493,Food,Funds,Disease Outbreak,Long term,High,7140.2
Telangana,160,Healthcare,Funds,Community Emergency,Long term,Medium,3172.9
Telangana,68,Healthcare,Funds,Seasonal Need,Immediate,Low,1569.86
Tamil Nadu,136,Healthcare,Medicines,Community Emergency,Within 1 week,Medium,5837.79
Tamil Nadu,586,Employment,Volunteers,Health Emergency,Immediate,High,4242.64
Gujarat,862,Employment,Medicines,Disease Outbreak,Within 1 week,High,15345.83
Bihar,810,Shelter,Volunteers,Disease Outbreak,Long term,High,6632.73
Telangana,53,Food,Beds/Shelter,Community Emergency,Long term,Low,3241.37
Bihar,193,Employment,Volunteers,Seasonal Need,Immediate,Medium,1100.36
Delhi,781,Food,Beds/Shelter,Disease Outbreak,Long term,High,41440.11
Gujarat,589,Shelter,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,38140.64
Delhi,459,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,5303.32
Delhi,392,Education,Beds/Shelter,Health Emergency,Within 1 week,Medium,20854.74
Gujarat,46,Employment,Funds,Community Emergency,Immediate,Low,553.58
Karnataka,970,Shelter,Volunteers,Disease Outbreak,Immediate,High,10247.14
Andhra Pradesh,151,Healthcare,Beds/Shelter,Community Emergency,Long term,Medium,12773.33
Karnataka,87,Employment,Volunteers,Community Emergency,Within 1 week,Low,513.31
Telangana,968,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,10366.92
Delhi,352,Disaster Relief,Funds,Disease Outbreak,Long term,High,6121.19
Karnataka,695,Food,Medicines,Disease Outbreak,Long term,High,15033.61
Delhi,848,Healthcare,Volunteers,Health Emergency,Immediate,High,11636.19
Maharashtra,392,Education,Volunteers,Health Emergency,Immediate,Medium,2838.25
Gujarat,28,Disaster Relief,Volunteers,Seasonal Need,Immediate,Low,255.16
Andhra Pradesh,346,Education,Food Kits,Disease Outbreak,Within 1 week,High,3725.09
Tamil Nadu,951,Food,Food Kits,Health Emergency,Within 1 week,High,11320.32
Maharashtra,117,Food,Medicines,Community Emergency,Long term,Medium,2857.18
Delhi,933,Healthcare,Beds/Shelter,Disease Outbreak,Immediate,High,93432.23
Maharashtra,32457,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,2697139.43
Andhra Pradesh,961,Shelter,Beds/Shelter,Disease Outbreak,Immediate,High,77379.81
Bihar,16,Disaster Relief,Beds/Shelter,Community Emergency,Immediate,Low,1004.98
Tamil Nadu,964,Food,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,10945.98
Andhra Pradesh,394,Education,Funds,Disease Outbreak,Within 1 week,High,4939.74
Maharashtra,913,Disaster Relief,Volunteers,Disease Outbreak,Within 1 week,High,8242.19
Andhra Pradesh,805,Food,Medicines,Disease Outbreak,Within 1 week,High,19682.52
Bihar,528,Shelter,Funds,Health Emergency,Immediate,High,10524.39
Telangana,203,Shelter,Food Kits,Health Emergency,Immediate,Medium,2398.29
Gujarat,296,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,30793.98
Maharashtra,574,Shelter,Medicines,Disease Outbreak,Immediate,High,17711.77
Gujarat,144,Education,Volunteers,Disease Outbreak,Immediate,High,1224.88
Andhra Pradesh,660,Food,Food Kits,Health Emergency,Long term,High,7385.3
Maharashtra,317,Disaster Relief,Medicines,Health Emergency,Immediate,Medium,9529.5
Maharashtra,179,Education,Funds,Natural Disaster (Flood/Earthquake),Long term,High,2043.86
Tamil Nadu,228,Shelter,Volunteers,Health Emergency,Within 1 week,Medium,2023.75
Maharashtra,130,Healthcare,Medicines,Seasonal Need,Long term,Medium,4263.71
Andhra Pradesh,119,Disaster Relief,Medicines,Seasonal Need,Within 1 week,Medium,3550.27
Tamil Nadu,75,Food,Medicines,Community Emergency,Within 1 week,Low,1710.13
Tamil Nadu,59,Shelter,Volunteers,Community Emergency,Within 1 week,Low,487.22
Gujarat,183,Food,Food Kits,Seasonal Need,Long term,Medium,2121.99
Delhi,100,Employment,Food Kits,Community Emergency,Within 1 week,Low,878.96
Telangana,6319,Employment,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,353428.69
Telangana,603,Employment,Beds/Shelter,Disease Outbreak,Long term,High,26874.04
Andhra Pradesh,34,Disaster Relief,Volunteers,Community Emergency,Within 1 week,Low,290.4
Gujarat,970,Healthcare,Medicines,Health Emergency,Within 1 week,High,33600.95
Telangana,164,Healthcare,Beds/Shelter,Disease Outbreak,Long term,High,14570.01
Tamil Nadu,166,Education,Funds,Community Emergency,Long term,Medium,1983.62
Maharashtra,615,Employment,Beds/Shelter,Disease Outbreak,Immediate,High,35415.35
Karnataka,59,Employment,Beds/Shelter,Community Emergency,Within 1 week,Low,2736.85
Telangana,240,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,3822.29
Karnataka,131,Employment,Funds,Community Emergency,Long term,Medium,1469.84
Tamil Nadu,513,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,32872.55
Tamil Nadu,42,Shelter,Food Kits,Community Emergency,Long term,Low,512.95
Maharashtra,187,Healthcare,Medicines,Seasonal Need,Immediate,Medium,6423.61
Telangana,421,Healthcare,Beds/Shelter,Health Emergency,Long term,Medium,31865.48
Telangana,191,Employment,Beds/Shelter,Seasonal Need,Within 1 week,Medium,10126.81
Karnataka,899,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,7715.72
Bihar,50,Employment,Medicines,Community Emergency,Long term,Low,929.75
Gujarat,537,Food,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3625.09
Karnataka,50,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,1057.28
Bihar,4451,Employment,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,59635.06
Bihar,599,Employment,Volunteers,Health Emergency,Immediate,High,4992.8
Tamil Nadu,650,Food,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,18199.32
Karnataka,189,Employment,Volunteers,Seasonal Need,Immediate,Medium,1171.14
Maharashtra,683,Employment,Beds/Shelter,Health Emergency,Within 1 week,High,29428.28
Karnataka,552,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,42342.91
Bihar,439,Shelter,Volunteers,Disease Outbreak,Within 1 week,High,3229.93
Andhra Pradesh,666,Healthcare,Volunteers,Health Emergency,Long term,High,7312.79
Maharashtra,883,Healthcare,Volunteers,Disease Outbreak,Immediate,High,13712.02
Andhra Pradesh,206,Food,Funds,Disease Outbreak,Long term,High,2602.21
Tamil Nadu,944,Food,Food Kits,Disease Outbreak,Long term,High,9789.76
Andhra Pradesh,82,Healthcare,Funds,Seasonal Need,Immediate,Low,1854.56
Delhi,154,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,8520.57
Telangana,931,Shelter,Funds,Disease Outbreak,Long term,High,13023.67
Bihar,162,Healthcare,Volunteers,Disease Outbreak,Within 1 week,High,1935.9
Maharashtra,128,Food,Volunteers,Disease Outbreak,Immediate,High,1160.93
Bihar,875,Employment,Beds/Shelter,Disease Outbreak,Within 1 week,High,39478.73
Gujarat,345,Food,Medicines,Disease Outbreak,Long term,High,7231.38
Tamil Nadu,866,Employment,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,14608.12
Gujarat,523,Education,Beds/Shelter,Health Emergency,Immediate,High,35688.54
Tamil Nadu,179,Healthcare,Beds/Shelter,Seasonal Need,Within 1 week,Medium,16960.13
Karnataka,72,Food,Funds,Community Emergency,Within 1 week,Low,1005.37
Andhra Pradesh,132,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,1217.27
Tamil Nadu,30,Healthcare,Funds,Community Emergency,Within 1 week,Low,690.41
Maharashtra,157,Employment,Beds/Shelter,Seasonal Need,Within 1 week,Medium,7544.63
Delhi,592,Healthcare,Medicines,Disease Outbreak,Immediate,High,28468.31
Tamil Nadu,447,Education,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,9157.71
Telangana,172,Healthcare,Beds/Shelter,Community Emergency,Immediate,Medium,14762.74
Bihar,869,Food,Medicines,Health Emergency,Immediate,High,23990.04
Maharashtra,946,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,7909.28
Delhi,61,Disaster Relief,Volunteers,Seasonal Need,Long term,Low,606.15
Tamil Nadu,753,Education,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,9597.02
Delhi,135,Healthcare,Food Kits,Community Emergency,Long term,Medium,2310.4
Gujarat,501,Disaster Relief,Funds,Disease Outbreak,Within 1 week,High,7699.83
Tamil Nadu,1804,Employment,Beds/Shelter,Disease Outbreak,Within 1 week,High,85248.88
Maharashtra,150,Healthcare,Volunteers,Seasonal Need,Within 1 week,Medium,1922.94
Karnataka,800,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,15357.29
Maharashtra,6138,Education,Beds/Shelter,Disease Outbreak,Within 1 week,High,278060.34
Andhra Pradesh,26,Education,Volunteers,Seasonal Need,Long term,Low,193.59
Andhra Pradesh,69,Shelter,Volunteers,Community Emergency,Immediate,Low,550.82
Maharashtra,855,Education,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,17061.08
Telangana,128,Employment,Volunteers,Disease Outbreak,Long term,High,833.93
Delhi,730,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,28452.25
Telangana,952,Food,Medicines,Disease Outbreak,Long term,High,22522.67
Andhra Pradesh,103,Healthcare,Volunteers,Seasonal Need,Within 1 week,Medium,1419.47
Bihar,126,Education,Medicines,Seasonal Need,Immediate,Medium,2568.67
Gujarat,240,Healthcare,Food Kits,Disease Outbreak,Long term,High,4191.73
Telangana,32,Education,Beds/Shelter,Seasonal Need,Immediate,Low,1717.83
Telangana,64,Employment,Beds/Shelter,Seasonal Need,Immediate,Low,2866.97
Tamil Nadu,688,Food,Medicines,Disease Outbreak,Within 1 week,High,16449.83
Gujarat,493,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,3434.67
Tamil Nadu,25,Education,Food Kits,Community Emergency,Within 1 week,Low,249.83
Maharashtra,393,Food,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,3809.95
Karnataka,874,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,9660.39
Bihar,322,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,8877.51
Maharashtra,149,Education,Medicines,Community Emergency,Immediate,Medium,3250.74
Bihar,323,Disaster Relief,Medicines,Health Emergency,Immediate,Medium,8256.05
Bihar,578,Shelter,Volunteers,Health Emergency,Within 1 week,High,4260.15
Andhra Pradesh,181,Employment,Food Kits,Health Emergency,Long term,Medium,1680.23
Bihar,79,Food,Funds,Community Emergency,Immediate,Low,1169.68
Delhi,180,Shelter,Volunteers,Community Emergency,Within 1 week,Medium,1546.45
Bihar,141,Healthcare,Medicines,Disease Outbreak,Within 1 week,High,4464.95
Andhra Pradesh,42,Education,Volunteers,Community Emergency,Within 1 week,Low,281.28
Delhi,745,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,21061.63
Telangana,715,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,41813.26
Delhi,824,Shelter,Funds,Health Emergency,Within 1 week,High,13504.85
Tamil Nadu,1830,Employment,Funds,Health Emergency,Within 1 week,High,20442.21
Andhra Pradesh,513,Healthcare,Food Kits,Disease Outbreak,Within 1 week,High,9088.45
Karnataka,144,Education,Volunteers,Seasonal Need,Within 1 week,Medium,1186.47
Gujarat,383,Healthcare,Beds/Shelter,Disease Outbreak,Within 1 week,High,30892.76
Telangana,773,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,37519.06
Telangana,154,Food,Funds,Seasonal Need,Immediate,Medium,2322.6
Delhi,605,Education,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,7417.65
Andhra Pradesh,149,Disaster Relief,Medicines,Seasonal Need,Within 1 week,Medium,4527.92
Gujarat,136,Shelter,Medicines,Disease Outbreak,Immediate,High,4403.6
Telangana,84,Disaster Relief,Food Kits,Seasonal Need,Within 1 week,Low,1204.77
Gujarat,100,Food,Beds/Shelter,Seasonal Need,Within 1 week,Low,6007.72
Tamil Nadu,134,Food,Medicines,Seasonal Need,Immediate,Medium,3153.05
Maharashtra,117,Shelter,Medicines,Seasonal Need,Long term,Medium,3239.55
Delhi,107,Food,Funds,Community Emergency,Immediate,Medium,1397.63
Maharashtra,192,Food,Volunteers,Community Emergency,Long term,Medium,1523.1
Delhi,58,Education,Volunteers,Health Emergency,Immediate,Low,392.39
Telangana,454,Food,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3150.18
Karnataka,72,Disaster Relief,Food Kits,Community Emergency,Within 1 week,Low,1000.37
Bihar,413,Disaster Relief,Beds/Shelter,Disease Outbreak,Within 1 week,High,29630.13
Telangana,683,Employment,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,12970.64
Andhra Pradesh,12,Healthcare,Beds/Shelter,Community Emergency,Immediate,Low,1105.89
Telangana,155,Shelter,Medicines,Health Emergency,Within 1 week,Medium,4694.37
Maharashtra,197,Employment,Food Kits,Seasonal Need,Within 1 week,Medium,2021.87
Delhi,915,Education,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,11121.12
Tamil Nadu,185,Disaster Relief,Beds/Shelter,Community Emergency,Long term,Medium,13009.55
Telangana,700,Shelter,Food Kits,Disease Outbreak,Within 1 week,High,8925.46
Gujarat,1058,Disaster Relief,Funds,Disease Outbreak,Immediate,High,22451.42
Karnataka,575,Shelter,Volunteers,Disease Outbreak,Immediate,High,6627.21
Karnataka,10297,Employment,Medicines,Health Emergency,Within 1 week,High,176902.01
Gujarat,459,Education,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,7495.21
Tamil Nadu,44,Employment,Volunteers,Seasonal Need,Within 1 week,Low,270.94
